GEOID,tract_name,total_population,black_alone,pct_black,white_alone,pct_white,asian_alone,pct_asian,hispanic_latino,pct_hispanic,median_household_income,below_poverty,pct_poverty
42101028000,Census Tract 280; Philadelphia County; Pennsylvania,4212,4060,96.4,46,1.1,0,0.0,155,3.7,34143,1185,28.4
42101028100,Census Tract 281; Philadelphia County; Pennsylvania,3976,3327,83.7,334,8.4,0,0.0,299,7.5,48750,1115,28.0
42101028200,Census Tract 282; Philadelphia County; Pennsylvania,4893,4392,89.8,211,4.3,169,3.5,216,4.4,20674,2259,47.5
42101028300,Census Tract 283; Philadelphia County; Pennsylvania,6545,5154,78.7,639,9.8,203,3.1,899,13.7,33307,3036,47.5
42101028400,Census Tract 284; Philadelphia County; Pennsylvania,3633,2714,74.7,340,9.4,483,13.3,347,9.6,24872,1729,48.1
42101028500,Census Tract 285; Philadelphia County; Pennsylvania,2625,821,31.3,47,1.8,490,18.7,1034,39.4,70417,1400,56.2
42101028600,Census Tract 286; Philadelphia County; Pennsylvania,6980,3919,56.1,276,4.0,329,4.7,2418,34.6,58350,1678,24.0
42101028700,Census Tract 287; Philadelphia County; Pennsylvania,2775,485,17.5,523,18.8,90,3.2,2152,77.5,32609,1501,54.3
42101028800,Census Tract 288; Philadelphia County; Pennsylvania,4662,1030,22.1,805,17.3,458,9.8,2959,63.5,40137,1553,33.3
42101028901,Census Tract 289.01; Philadelphia County; Pennsylvania,4015,425,10.6,1016,25.3,333,8.3,3145,78.3,31434,1288,32.1
42101028902,Census Tract 289.02; Philadelphia County; Pennsylvania,6431,2321,36.1,1369,21.3,719,11.2,3128,48.6,38759,2341,36.6
42101029000,Census Tract 290; Philadelphia County; Pennsylvania,8182,1972,24.1,1032,12.6,1967,24.0,3909,47.8,39878,1843,22.6
42101029100,Census Tract 291; Philadelphia County; Pennsylvania,4316,1648,38.2,437,10.1,895,20.7,1482,34.3,32746,1486,34.4
42101029200,Census Tract 292; Philadelphia County; Pennsylvania,4417,1346,30.5,1050,23.8,274,6.2,1789,40.5,82784,386,8.7
42101029300,Census Tract 293; Philadelphia County; Pennsylvania,3563,1422,39.9,969,27.2,0,0.0,1286,36.1,63048,1292,36.4
42101029400,Census Tract 294; Philadelphia County; Pennsylvania,3841,1680,43.7,854,22.2,76,2.0,1669,43.5,22649,2154,56.1
42101029800,Census Tract 298; Philadelphia County; Pennsylvania,5299,2459,46.4,1429,27.0,221,4.2,1990,37.6,37188,1900,36.4
42101029900,Census Tract 299; Philadelphia County; Pennsylvania,4475,2389,53.4,441,9.9,102,2.3,1864,41.7,33852,1815,40.6
42101030000,Census Tract 300; Philadelphia County; Pennsylvania,8294,4785,57.7,1975,23.8,21,0.3,2362,28.5,33205,3152,38.0
42101030100,Census Tract 301; Philadelphia County; Pennsylvania,6010,2400,39.9,1064,17.7,375,6.2,2222,37.0,23897,2654,44.2
42101030200,Census Tract 302; Philadelphia County; Pennsylvania,8013,3685,46.0,1866,23.3,161,2.0,2798,34.9,51000,1416,17.7
42101030501,Census Tract 305.01; Philadelphia County; Pennsylvania,4946,2592,52.4,392,7.9,212,4.3,1832,37.0,43673,1666,33.7
42101030502,Census Tract 305.02; Philadelphia County; Pennsylvania,7267,2897,39.9,1206,16.6,782,10.8,1334,18.4,62270,1227,16.9
42101030600,Census Tract 306; Philadelphia County; Pennsylvania,7192,2508,34.9,2706,37.6,471,6.5,1701,23.7,58231,809,11.5
42101030700,Census Tract 307; Philadelphia County; Pennsylvania,4387,1997,45.5,1235,28.2,111,2.5,994,22.7,56641,787,17.9
42101030800,Census Tract 308; Philadelphia County; Pennsylvania,5338,1177,22.0,1932,36.2,959,18.0,1403,26.3,59732,510,9.6
42101030900,Census Tract 309; Philadelphia County; Pennsylvania,4459,2095,47.0,1119,25.1,340,7.6,723,16.2,53088,758,17.0
42101031000,Census Tract 310; Philadelphia County; Pennsylvania,7860,1761,22.4,3207,40.8,1693,21.5,1679,21.4,53914,2087,27.1
42101031101,Census Tract 311.01; Philadelphia County; Pennsylvania,4551,1326,29.1,1352,29.7,638,14.0,1316,28.9,48663,1098,24.1
42101031102,Census Tract 311.02; Philadelphia County; Pennsylvania,4748,2296,48.4,766,16.1,191,4.0,2318,48.8,50927,738,15.6
42101031200,Census Tract 312; Philadelphia County; Pennsylvania,5125,3504,68.4,781,15.2,277,5.4,1570,30.6,56662,695,13.6
42101031300,Census Tract 313; Philadelphia County; Pennsylvania,7227,1872,25.9,2322,32.1,1410,19.5,1744,24.1,66521,1405,19.4
42101031401,Census Tract 314.01; Philadelphia County; Pennsylvania,7461,764,10.2,2957,39.6,1308,17.5,2463,33.0,55864,1987,27.0
42101031402,Census Tract 314.02; Philadelphia County; Pennsylvania,6039,758,12.6,1486,24.6,1777,29.4,1794,29.7,53633,1641,27.3
42101031501,Census Tract 315.01; Philadelphia County; Pennsylvania,7479,146,2.0,3370,45.1,2154,28.8,1866,24.9,57310,1436,19.5
42101031502,Census Tract 315.02; Philadelphia County; Pennsylvania,3700,228,6.2,1604,43.4,1165,31.5,645,17.4,44593,467,12.7
42101031600,Census Tract 316; Philadelphia County; Pennsylvania,6236,954,15.3,2587,41.5,1607,25.8,1341,21.5,53167,1348,21.8
42101031700,Census Tract 317; Philadelphia County; Pennsylvania,6109,664,10.9,2157,35.3,591,9.7,2407,39.4,36758,1419,23.3
42101031800,Census Tract 318; Philadelphia County; Pennsylvania,4086,1652,40.4,1122,27.5,357,8.7,1072,26.2,58607,871,21.3
42101031900,Census Tract 319; Philadelphia County; Pennsylvania,5354,2042,38.1,1859,34.7,166,3.1,1417,26.5,47843,1706,31.9
42101032000,Census Tract 320; Philadelphia County; Pennsylvania,7873,568,7.2,4701,59.7,88,1.1,2983,37.9,58213,1714,21.8
42101032100,Census Tract 321; Philadelphia County; Pennsylvania,3801,826,21.7,1633,43.0,25,0.7,1297,34.1,48088,889,23.4
42101032300,Census Tract 323; Philadelphia County; Pennsylvania,3302,991,30.0,1230,37.3,98,3.0,1110,33.6,34667,1151,34.9
42101032500,Census Tract 325; Philadelphia County; Pennsylvania,6195,1075,17.4,2771,44.7,850,13.7,1092,17.6,50876,1433,23.4
42101032600,Census Tract 326; Philadelphia County; Pennsylvania,7012,712,10.2,4511,64.3,868,12.4,789,11.3,70711,743,10.6
42101032900,Census Tract 329; Philadelphia County; Pennsylvania,3656,604,16.5,1762,48.2,316,8.6,1118,30.6,46914,533,14.6
42101033000,Census Tract 330; Philadelphia County; Pennsylvania,10323,2361,22.9,4553,44.1,553,5.4,3299,32.0,68227,3058,30.4
42101033101,Census Tract 331.01; Philadelphia County; Pennsylvania,5402,1389,25.7,2749,50.9,397,7.3,945,17.5,70882,1278,23.7
42101033102,Census Tract 331.02; Philadelphia County; Pennsylvania,3891,384,9.9,2730,70.2,55,1.4,555,14.3,83145,508,13.1
42101033200,Census Tract 332; Philadelphia County; Pennsylvania,3077,122,4.0,1397,45.4,1176,38.2,407,13.2,80409,544,17.8
42101033300,Census Tract 333; Philadelphia County; Pennsylvania,3730,397,10.6,2447,65.6,505,13.5,349,9.4,49178,441,13.9
42101033400,Census Tract 334; Philadelphia County; Pennsylvania,5457,1099,20.1,2576,47.2,1093,20.0,718,13.2,54267,1150,22.4
42101033500,Census Tract 335; Philadelphia County; Pennsylvania,4077,1011,24.8,1486,36.4,683,16.8,476,11.7,56151,844,20.9
42101033600,Census Tract 336; Philadelphia County; Pennsylvania,6285,507,8.1,4099,65.2,1255,20.0,844,13.4,46797,2017,32.1
42101033701,Census Tract 337.01; Philadelphia County; Pennsylvania,6779,1505,22.2,3335,49.2,938,13.8,813,12.0,51319,1452,21.5
42101033702,Census Tract 337.02; Philadelphia County; Pennsylvania,4489,681,15.2,2497,55.6,700,15.6,332,7.4,78689,339,7.6
42101033800,Census Tract 338; Philadelphia County; Pennsylvania,6526,865,13.3,4642,71.1,312,4.8,1068,16.4,67160,530,8.2
42101033900,Census Tract 339; Philadelphia County; Pennsylvania,3066,1090,35.6,1483,48.4,42,1.4,512,16.7,55636,529,17.3
42101034000,Census Tract 340; Philadelphia County; Pennsylvania,3185,403,12.7,2175,68.3,346,10.9,514,16.1,99181,29,0.9
42101034100,Census Tract 341; Philadelphia County; Pennsylvania,5828,172,3.0,4284,73.5,705,12.1,790,13.6,69623,636,10.9
42101034200,Census Tract 342; Philadelphia County; Pennsylvania,3621,812,22.4,2436,67.3,188,5.2,215,5.9,62686,430,12.2
42101034400,Census Tract 344; Philadelphia County; Pennsylvania,8014,488,6.1,5947,74.2,1094,13.7,679,8.5,106059,371,4.8
42101034501,Census Tract 345.01; Philadelphia County; Pennsylvania,4955,704,14.2,2656,53.6,966,19.5,470,9.5,44094,904,18.2
42101034502,Census Tract 345.02; Philadelphia County; Pennsylvania,5299,1096,20.7,2707,51.1,1237,23.3,330,6.2,55439,747,14.3
42101034600,Census Tract 346; Philadelphia County; Pennsylvania,2679,789,29.5,1319,49.2,91,3.4,611,22.8,54737,194,7.2
42101034701,Census Tract 347.01; Philadelphia County; Pennsylvania,7628,1101,14.4,4089,53.6,1379,18.1,1221,16.0,75765,762,10.0
42101034702,Census Tract 347.02; Philadelphia County; Pennsylvania,3475,439,12.6,2589,74.5,183,5.3,232,6.7,100129,231,6.7
42101034801,Census Tract 348.01; Philadelphia County; Pennsylvania,4719,192,4.1,4105,87.0,199,4.2,387,8.2,65673,521,11.1
42101034802,Census Tract 348.02; Philadelphia County; Pennsylvania,5716,1337,23.4,3634,63.6,0,0.0,638,11.2,70417,429,7.5
42101034803,Census Tract 348.03; Philadelphia County; Pennsylvania,3941,97,2.5,3329,84.5,102,2.6,230,5.8,84336,503,12.8
42101034900,Census Tract 349; Philadelphia County; Pennsylvania,5398,1558,28.9,2614,48.4,253,4.7,1291,23.9,59563,909,16.8
42101035100,Census Tract 351; Philadelphia County; Pennsylvania,3852,439,11.4,2954,76.7,176,4.6,209,5.4,70000,584,15.7
42101035200,Census Tract 352; Philadelphia County; Pennsylvania,4578,240,5.2,3992,87.2,281,6.1,245,5.4,77500,262,6.0
42101035301,Census Tract 353.01; Philadelphia County; Pennsylvania,5111,73,1.4,4298,84.1,114,2.2,617,12.1,87083,191,3.8
42101035302,Census Tract 353.02; Philadelphia County; Pennsylvania,4691,478,10.2,3202,68.3,350,7.5,335,7.1,74000,330,7.0
42101035500,Census Tract 355; Philadelphia County; Pennsylvania,7591,464,6.1,5094,67.1,1759,23.2,406,5.3,65553,1104,14.7
42101035601,Census Tract 356.01; Philadelphia County; Pennsylvania,5287,231,4.4,3530,66.8,882,16.7,672,12.7,59257,382,7.5
42101035602,Census Tract 356.02; Philadelphia County; Pennsylvania,3579,264,7.4,2141,59.8,1025,28.6,318,8.9,105024,110,3.1
42101035701,Census Tract 357.01; Philadelphia County; Pennsylvania,4771,299,6.3,2374,49.8,1578,33.1,328,6.9,59013,553,11.6
42101035702,Census Tract 357.02; Philadelphia County; Pennsylvania,4781,45,0.9,3609,75.5,629,13.2,43,0.9,63115,984,20.6
42101035800,Census Tract 358; Philadelphia County; Pennsylvania,6152,244,4.0,4069,66.1,1250,20.3,245,4.0,58979,849,13.9
42101035900,Census Tract 359; Philadelphia County; Pennsylvania,4952,87,1.8,3245,65.5,1223,24.7,365,7.4,47593,869,17.5
42101036000,Census Tract 360; Philadelphia County; Pennsylvania,3437,627,18.2,1815,52.8,806,23.5,116,3.4,60598,565,18.6
42101036100,Census Tract 361; Philadelphia County; Pennsylvania,4160,1601,38.5,2319,55.7,109,2.6,247,5.9,81354,199,4.8
42101036201,Census Tract 362.01; Philadelphia County; Pennsylvania,5299,139,2.6,4522,85.3,97,1.8,384,7.2,88472,674,12.7
42101036202,Census Tract 362.02; Philadelphia County; Pennsylvania,5856,241,4.1,4884,83.4,470,8.0,506,8.6,90043,322,5.5
42101036203,Census Tract 362.03; Philadelphia County; Pennsylvania,4788,28,0.6,4259,89.0,341,7.1,268,5.6,80833,247,5.2
42101036301,Census Tract 363.01; Philadelphia County; Pennsylvania,4073,163,4.0,2662,65.4,923,22.7,462,11.3,92578,659,16.2
42101036302,Census Tract 363.02; Philadelphia County; Pennsylvania,4111,821,20.0,2888,70.3,10,0.2,630,15.3,76910,410,10.1
42101036303,Census Tract 363.03; Philadelphia County; Pennsylvania,6840,507,7.4,5779,84.5,102,1.5,396,5.8,108414,315,4.6
42101036400,Census Tract 364; Philadelphia County; Pennsylvania,1004,152,15.1,814,81.1,9,0.9,47,4.7,102143,237,27.6
42101036501,Census Tract 365.01; Philadelphia County; Pennsylvania,4831,739,15.3,3144,65.1,849,17.6,128,2.6,77910,638,13.7
42101036502,Census Tract 365.02; Philadelphia County; Pennsylvania,4284,26,0.6,3749,87.5,99,2.3,321,7.5,93879,211,4.9
42101036600,Census Tract 366; Philadelphia County; Pennsylvania,2240,121,5.4,1706,76.2,302,13.5,277,12.4,156061,67,3.0
42101036700,Census Tract 367; Philadelphia County; Pennsylvania,3611,235,6.5,2772,76.8,311,8.6,179,5.0,172610,366,10.1
42101036901,Census Tract 369.01; Philadelphia County; Pennsylvania,25,25,100.0,0,0.0,0,0.0,0,0.0,-666666666,0,
42101036902,Census Tract 369.02; Philadelphia County; Pennsylvania,6267,872,13.9,3409,54.4,1448,23.1,357,5.7,29464,801,43.9
42101037200,Census Tract 372; Philadelphia County; Pennsylvania,3918,191,4.9,2062,52.6,1038,26.5,243,6.2,66431,729,18.6
42101037300,Census Tract 373; Philadelphia County; Pennsylvania,6427,964,15.0,5193,80.8,246,3.8,683,10.6,113974,365,5.7
42101037500,Census Tract 375; Philadelphia County; Pennsylvania,3700,1532,41.4,1602,43.3,343,9.3,146,3.9,76439,548,16.9
42101037600,Census Tract 376; Philadelphia County; Pennsylvania,3304,584,17.7,1748,52.9,721,21.8,282,8.5,101268,680,21.1
42101037700,Census Tract 377; Philadelphia County; Pennsylvania,5349,2064,38.6,2121,39.7,302,5.6,808,15.1,22244,1851,51.3
42101037800,Census Tract 378; Philadelphia County; Pennsylvania,2215,49,2.2,1928,87.0,114,5.1,74,3.3,60000,268,12.1
42101037900,Census Tract 379; Philadelphia County; Pennsylvania,5105,8,0.2,4671,91.5,112,2.2,333,6.5,69198,1039,20.4
42101038000,Census Tract 380; Philadelphia County; Pennsylvania,2545,217,8.5,1611,63.3,38,1.5,900,35.4,59167,403,15.8
42101038100,Census Tract 381; Philadelphia County; Pennsylvania,780,123,15.8,429,55.0,9,1.2,176,22.6,36776,210,26.9
42101038200,Census Tract 382; Philadelphia County; Pennsylvania,2819,167,5.9,1729,61.3,0,0.0,950,33.7,40837,879,31.2
42101038301,Census Tract 383.01; Philadelphia County; Pennsylvania,2356,1086,46.1,185,7.9,0,0.0,1109,47.1,-666666666,907,44.8
42101038400,Census Tract 384; Philadelphia County; Pennsylvania,2529,289,11.4,1909,75.5,125,4.9,86,3.4,107037,48,1.9
42101038500,Census Tract 385; Philadelphia County; Pennsylvania,1843,44,2.4,1639,88.9,98,5.3,13,0.7,114265,85,4.8
42101038600,Census Tract 386; Philadelphia County; Pennsylvania,1395,245,17.6,1009,72.3,54,3.9,53,3.8,164167,18,1.3
42101038700,Census Tract 387; Philadelphia County; Pennsylvania,2559,345,13.5,1952,76.3,147,5.7,44,1.7,125625,152,8.2
42101038800,Census Tract 388; Philadelphia County; Pennsylvania,3956,904,22.9,2452,62.0,96,2.4,187,4.7,107891,199,5.1
42101038900,Census Tract 389; Philadelphia County; Pennsylvania,3429,2802,81.7,255,7.4,0,0.0,101,2.9,58514,674,19.8
42101039001,Census Tract 390.01; Philadelphia County; Pennsylvania,4047,2187,54.0,307,7.6,0,0.0,1497,37.0,39629,1692,42.4
42101039002,Census Tract 390.02; Philadelphia County; Pennsylvania,4685,1499,32.0,1683,35.9,133,2.8,2838,60.6,61141,1570,33.5
42101039100,Census Tract 391; Philadelphia County; Pennsylvania,3248,3174,97.7,15,0.5,0,0.0,82,2.5,30573,1762,54.2
42101980001,Census Tract 9800.01; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980002,Census Tract 9800.02; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980003,Census Tract 9800.03; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980100,Census Tract 9801; Philadelphia County; Pennsylvania,307,5,1.6,288,93.8,0,0.0,0,0.0,103727,0,0.0
42101980200,Census Tract 9802; Philadelphia County; Pennsylvania,405,110,27.2,260,64.2,2,0.5,53,13.1,-666666666,25,37.9
42101980300,Census Tract 9803; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980400,Census Tract 9804; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980500,Census Tract 9805; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980600,Census Tract 9806; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980701,Census Tract 9807.01; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980702,Census Tract 9807.02; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980800,Census Tract 9808; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980901,Census Tract 9809.01; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980902,Census Tract 9809.02; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980903,Census Tract 9809.03; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980904,Census Tract 9809.04; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980905,Census Tract 9809.05; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101980906,Census Tract 9809.06; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101989100,Census Tract 9891; Philadelphia County; Pennsylvania,1265,891,70.4,151,11.9,19,1.5,232,18.3,-666666666,6,15.8
42101989200,Census Tract 9892; Philadelphia County; Pennsylvania,0,0,,0,,0,,0,,-666666666,0,
42101989300,Census Tract 9893; Philadelphia County; Pennsylvania,127,76,59.8,46,36.2,2,1.6,5,3.9,-666666666,0,
